id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
701230,Authentic Bright Artist's Loft,3587917,Darby,,High Park North,43.65848,-79.45408,Entire home/apt,100,5,15,2018-07-31,0.18,1,0
702286,Beautiful Garden Apt With Porches,3604846,Wies,,Roncesvalles,43.65369,-79.45178,Entire home/apt,209,120,17,2019-08-12,0.18,5,365
703124,Your Home Away From Home -3 BEDROOM,3604846,Wies,,High Park-Swansea,43.65541,-79.45327,Entire home/apt,344,120,20,2020-01-02,0.26,5,365
703133,2 BDRM 2000SF Executive Suite,3604846,Wies,,High Park-Swansea,43.65541,-79.45289,Entire home/apt,285,120,10,2020-03-14,3.95,5,0
707799,LUXURY DOWNTOWN CELEBRITY SUITE!,1289097,Milé,,Waterfront Communities-The Island,43.64827,-79.36607,Entire home/apt,145,2,3,2012-11-25,0.03,1,0
719384,Convenient 1B + Guest Room Condo,1919294,Toronto Suite Rentals,,Bayview Village,43.7676,-79.38263,Entire home/apt,159,5,6,2019-11-02,0.10,84,150
720213,★ Private Victorian Home ❤️ Downtown ★,3238718,Jeff,,Waterfront Communities-The Island,43.64333,-79.40176,Entire home/apt,149,3,51,2020-04-06,0.56,1,87
728296,Stunning 17FT Ceiling Modern Condo,1919294,Toronto Suite Rentals,,Niagara,43.63863,-79.41408,Entire home/apt,169,5,13,2018-10-04,0.17,84,89
728817,Charming Victorian Home,3783106,Jeremy And Monica,,Roncesvalles,43.64111,-79.44661,Entire home/apt,270,6,9,2018-07-22,0.11,1,175
732562,Your Leaside Home Near Sunnybrook,3814089,Liz,,Leaside-Bennington,43.71558,-79.36382,Entire home/apt,98,7,158,2020-03-15,2.09,2,0
733160,Ultra Modern 2 Bedroom Condo,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64022,-79.39595,Entire home/apt,229,5,0,,,84,89
734305,Cozy condo with city/lake views on streetcar route,3827668,Izabela,,Waterfront Communities-The Island,43.64015,-79.39331,Entire home/apt,150,90,19,2016-09-11,0.30,1,225
738252,Newly renov 2 bed lower level/ basement suite,3604846,Wies,,High Park-Swansea,43.65394,-79.45248,Entire home/apt,205,120,9,2018-03-08,0.10,5,189
739568,"Luxury corner suite, very CLEAN+ Pvt large terrace",3709828,Kenny,,Bay Street Corridor,43.65258,-79.38203,Entire home/apt,170,120,11,2020-04-27,0.51,5,50
742076,Ideal Cosy Quiet City Getaway,3377580,Catherine,,Ionview,43.73273,-79.27358,Private room,141,7,21,2019-09-29,0.25,2,280
756619,Winchester Suite /  Large Modern Bedroom Downtown,3982898,Andrew,,Cabbagetown-South St.James Town,43.66487,-79.37103,Private room,69,2,51,2020-05-04,0.61,3,209
762143,Hidden lakeview oasis downtown,4017316,Patricia,,Waterfront Communities-The Island,43.63757,-79.39253,Entire home/apt,93,180,6,2017-06-03,0.08,1,250
762427,"Central, beside subway, indoor pool and sauna",1591140,Christina,,Mount Pleasant West,43.70541,-79.39508,Entire home/apt,75,5,44,2020-03-22,0.49,2,262
762472,Amazing Loft for rent downtown T.O.,4019741,Peter,,Waterfront Communities-The Island,43.65018,-79.36801,Entire home/apt,139,6,0,,,1,0
771141,Studio Loft/Walk to Eaton Center,4068231,Margaret,,Moss Park,43.65649,-79.3715,Entire home/apt,75,28,25,2019-12-31,0.29,3,208
775965,T.O WEST END,1581404,Jessica Joy,,Roncesvalles,43.65394,-79.44922,Entire home/apt,96,14,3,2019-09-01,0.07,1,363
776320,Modern loft-style apt. in Little-Palmerston home,4094364,Ashwini,,Palmerston-Little Italy,43.66237,-79.41412,Entire home/apt,150,5,59,2020-01-21,1.62,2,0
777132,Nice view in uptown Toronto!,1664833,Olivia,,Don Valley Village,43.77563,-79.34923,Private room,67,1,85,2020-05-04,0.96,1,236
778990,1B + Office w/ Large Private Patio,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64091,-79.39595,Entire home/apt,149,5,10,2020-01-01,0.18,84,149
779670,"Rosedale, Furnished Modern 4 Bdrm House",4111007,Stephanie,,Rosedale-Moore Park,43.67687,-79.38436,Entire home/apt,401,14,1,2019-05-10,0.08,1,0
783079,Adventure Travel Room with Privacy,2139510,Phalakone,,Junction Area,43.67374,-79.46945,Private room,49,3,13,2015-02-12,0.15,1,0
783951,King West designer 1 bedroom condo,588352,Igor,,Waterfront Communities-The Island,43.64289,-79.39922,Entire home/apt,129,30,13,2019-10-16,0.15,1,179
787074,Stylish Penthouse with Stunning Lake and City View,258360,Tracy,,Junction Area,43.666,-79.46477,Entire home/apt,114,360,61,2018-08-07,0.68,2,364
788710,Luxury Toronto Apartment ,844281,Richard,,High Park-Swansea,43.64503,-79.45254,Entire home/apt,80,14,2,2020-04-14,0.02,1,2
789266,Walk to Trendy Eateries from a Vibrant Apartment,3921786,Michelle,,Junction Area,43.66528,-79.47276,Entire home/apt,125,2,69,2020-02-17,2.41,1,179
790590,Stylish 1 Bedroom Suite + Parking,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64091,-79.39595,Entire home/apt,149,10,13,2018-05-22,0.16,84,89
790887,Yonge & Wellesley Prime Downtown Shared Apartment,2056128,Robert,,Bay Street Corridor,43.66455,-79.38533,Private room,84,1,217,2020-03-12,2.59,2,230
791012,1+ den near CN Tower w/ parking,4167411,Andie,,Waterfront Communities-The Island,43.64071,-79.39318,Entire home/apt,129,2,4,2015-08-16,0.07,1,0
791485,"Cute rm w/breakfast, Toronto subway",4169949,Tammy,,Blake-Jones,43.67421,-79.3418,Private room,63,1,75,2019-10-21,1.20,1,365
794506,Beautiful suite in Downtown Toronto,4186011,Oron,,Waterfront Communities-The Island,43.63989,-79.39035,Entire home/apt,150,3,36,2019-09-16,0.49,1,0
796501,Stunning modern bachelor apartment,4195876,Dale,,Casa Loma,43.68249,-79.4046,Private room,169,1,90,2020-01-01,1.11,2,363
802868,"Great downtown location, clean and serene",4225331,Cara,,Regent Park,43.65926,-79.36202,Entire home/apt,98,5,30,2019-07-14,0.34,1,365
812922,Large Bright Room - Great Window - in Toronto Home,3431521,Sandra,,Roncesvalles,43.64142,-79.43952,Private room,45,2,52,2017-11-04,0.62,2,0
815663,Walk to CN Tower/Rogers Centre,1301725,Gisella & Cesar,,Waterfront Communities-The Island,43.64633,-79.39261,Entire home/apt,141,3,37,2020-01-01,0.46,2,128
818228,Private Room in Downtown Toronto RM2,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.65854,-79.44323,Private room,45,1,322,2020-03-15,3.92,3,365
819957,Dovercourt Village Holiday,4306694,Alex,,Dovercourt-Wallace Emerson-Junction,43.66744,-79.42984,Private room,70,3,6,2019-07-15,0.07,1,87
819981,"Quiet, Sunny, Cozy & Eco 1 bedroom",4306837,Laura,,Dufferin Grove,43.65217,-79.43591,Entire home/apt,45,1,25,2018-09-09,0.71,1,0
820177,Little Italy 1 Bedroom Apt - Excellent Location!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65696,-79.42003,Entire home/apt,89,2,35,2020-04-14,0.39,2,104
822085,Beautiful Deluxe Toronto Home,4316883,Scott,,Rosedale-Moore Park,43.68885,-79.37839,Entire home/apt,1040,3,7,2019-08-05,0.12,1,356
826615,"A Beautiful, Cozy Place to Stay",4336212,Renu,,Niagara,43.63493,-79.40193,Entire home/apt,150,7,0,,,2,139
826801,A Cozy Room in Beautiful Apartment,4336212,Renu,,Niagara,43.63528,-79.40189,Private room,96,7,20,2020-02-22,0.56,2,0
827774,Beautiful House in Central Toronto,4340437,Ted,,Danforth,43.68141,-79.3353,Private room,84,1,0,,,1,0
829737,Modern Downtown Two Bedroom July 2019,349619,Cristina,,Regent Park,43.66101,-79.36323,Entire home/apt,84,4,5,2019-08-01,0.15,4,0
832458,"Cozy Quiet Apartment, Plenty of Tea",4357559,Robin,,Palmerston-Little Italy,43.65474,-79.42532,Entire home/apt,90,3,163,2020-01-05,1.82,1,65
833588,Lovely place in prime Yorkville,4361863,Henry,,Annex,43.67034,-79.39203,Entire home/apt,98,28,6,2019-11-09,0.07,1,363
834150,Cosy room in a funky apartment,3491443,Lauren,,Little Portugal,43.65132,-79.43274,Private room,45,2,34,2018-05-12,0.38,2,0
835116,Comfy 1BD Great Location! Park Free,2019357,Tyrone,,South Riverdale,43.66336,-79.34374,Entire home/apt,110,1,22,2015-09-19,0.25,1,0
840235,Modern Canadiana Cottage by the Park,4073298,Elyssa,,High Park-Swansea,43.6483,-79.47659,Entire home/apt,67,1,161,2020-04-27,2.67,1,303
840608,"Owner's Suite on classic boulevard, great location",2575031,Johnny,,Palmerston-Little Italy,43.66299,-79.41231,Entire home/apt,186,6,0,,,2,0
842016,"Beautiful, Bright, Fully Furnished ",1930866,Drea,,Casa Loma,43.68536,-79.40745,Shared room,67,7,0,,,1,0
843521,Forest Hill Village Condo,4403844,Alana,,Forest Hill South,43.68911,-79.41412,Entire home/apt,135,2,108,2019-01-12,1.32,1,0
849500,Central Downtown room with views,4435131,Olivia,,Moss Park,43.65243,-79.36779,Private room,79,5,135,2020-03-04,1.54,1,314
850109,2rm suite (Br+Liv) Fairview Mall 15min to subway H,65479,Irene,,Pleasant View,43.78025,-79.32878,Private room,35,1,11,2019-10-31,0.14,8,365
850246,Comfy bright room in Toronto @ Don Mills subway Y,65479,Irene,,Pleasant View,43.7797,-79.32882,Private room,25,7,5,2017-05-17,0.06,8,365
855991,HOTEL ALTERNATIVE accommodation,4477219,Vas,,Church-Yonge Corridor,43.65301,-79.37899,Entire home/apt,160,28,8,2019-08-11,0.12,4,16
864006,Large 2BR -Charming Arts Apartment,3491443,Lauren,,Little Portugal,43.65188,-79.4324,Entire home/apt,98,3,121,2019-11-11,1.40,2,110
864104,Chic Downtown Toronto Apartment,4451791,Kojenwa,,Palmerston-Little Italy,43.65806,-79.42713,Private room,108,7,13,2019-10-31,0.16,3,365
864193,Big Room with King Bed and mattres ,4534248,Nida,,Newtonbrook West,43.78345,-79.44525,Private room,124,1,20,2020-02-29,1.95,1,0
864479,Perfect location in Toronto!!!,4536555,Sean,,Broadview North,43.68564,-79.3579,Entire home/apt,128,5,4,2016-03-23,0.05,1,358
872128,LUXURY2Bedrm/2Bath/2Level/1Prk-Loft,4599751,Mia,,Niagara,43.6381,-79.41828,Entire home/apt,149,365,180,2016-07-16,2.07,2,0
880158,3 bedroom house in Toronto Beach,4575743,Anne,,Woodbine Corridor,43.66838,-79.31301,Entire home/apt,160,2,1,2016-07-25,0.02,1,0
883109,Your home in the heart of Toronto,4517569,Laurie And Martin,,Playter Estates-Danforth,43.68241,-79.3525,Entire home/apt,299,3,6,2017-09-03,0.07,1,0
890149,Perfectly located city home,2377994,Leah + Kanishka,,Dovercourt-Wallace Emerson-Junction,43.66342,-79.42836,Entire home/apt,200,5,10,2018-08-04,0.12,1,0
892352,Panoramic Views in Huge Loft with Two Bedrooms and Parking.,4448135,Matthew,,Kensington-Chinatown,43.65043,-79.39693,Entire home/apt,1000,2,237,2020-02-27,2.93,1,168
908807,Great Danforth apt - parking & view,4871479,Jodi,,Playter Estates-Danforth,43.67773,-79.36127,Entire home/apt,164,1,68,2019-09-27,0.77,1,179
918623,50 Things to See'n Do in 5 to15 min,4933919,Alina,,Blake-Jones,43.67514,-79.34263,Private room,41,28,77,2020-03-21,0.89,1,301
921746,West Downtown Toronto Cozy Home,2518768,Sari,,South Parkdale,43.63807,-79.44431,Private room,51,5,20,2019-07-30,0.23,2,316
925491,Suite Toronto Luxury Downtown Condo,4232814,Oscar,,Waterfront Communities-The Island,43.64352,-79.38145,Entire home/apt,98,30,685,2020-03-20,7.78,2,305
927129,Clean Modern Walkable-1BR Riverdale,4988876,Britta,,Blake-Jones,43.67058,-79.34093,Entire home/apt,90,3,50,2019-12-01,0.57,1,64
934523,"★ Amazing Downtown Suite next to Union, CN Tower ★",187320,Downtown Suite Living,,Waterfront Communities-The Island,43.64248,-79.38133,Entire home/apt,129,29,15,2020-03-18,0.29,13,238
940553,Artistic Apartment With Tranquil Garden Oasis and Patio,1631066,Susanne,,Casa Loma,43.67681,-79.411,Entire home/apt,183,4,29,2017-09-12,0.34,2,0
941071,Beautiful and Spacious Danforth Village Home,5086802,Kathleen,,Greenwood-Coxwell,43.6828,-79.32503,Entire home/apt,269,3,7,2019-08-03,0.09,1,0
950053,PAN AM PENTHOUSE WITH SKYLINE VIEWS,5153529,Adrian,,Regent Park,43.65747,-79.35645,Entire home/apt,160,183,10,2016-03-02,0.12,2,365
954475,1 BR-Close to Yonge & Eglinton 101,1854872,Raja,,Flemingdon Park,43.72107,-79.33604,Private room,39,2,28,2019-09-14,0.32,4,311
954935,Furnished 1 Bedroom Appartment,5186386,Kc,,South Riverdale,43.66491,-79.3355,Entire home/apt,89,30,23,2019-10-05,0.27,1,323
955073,YONGE - DUNDAS Fully Furnished,4477219,Vas,,Church-Yonge Corridor,43.65435,-79.37952,Entire home/apt,170,28,10,2019-08-11,0.33,4,0
955446,"1 BR DOWNTOWN CONDO, SLEEPS 4 W/PARKING",3272927,Sam,,Waterfront Communities-The Island,43.64585,-79.39164,Entire home/apt,80,1,66,2020-04-24,0.78,2,85
956250,Lovely fully detached private house,5066966,Amanda,,Dufferin Grove,43.65356,-79.43441,Entire home/apt,380,3,4,2018-03-16,0.05,1,151
958586,Furnished 1+GuestRoom unit in Downtown,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64071,-79.39706,Entire home/apt,188,5,8,2017-03-31,0.10,84,90
959676,Artists 1br Church/Alexander St,5214021,Mike,,Church-Yonge Corridor,43.66445,-79.37991,Entire home/apt,141,4,29,2015-09-28,0.35,2,361
960627,Triple-bed Private Room FREE PARKING @King/Spadina,2929374,Bert,,Waterfront Communities-The Island,43.64651,-79.39433,Private room,65,1,39,2019-10-30,0.45,2,0
961974,Chic! in the Entertainment District,1805882,Elisabeth,,Waterfront Communities-The Island,43.64465,-79.3898,Entire home/apt,295,30,7,2019-01-06,0.10,4,125
977495,Toronto East End Apart. in Greek Town - Cosy Nest,5348675,Elizabeth,,Playter Estates-Danforth,43.67985,-79.36058,Entire home/apt,84,14,8,2018-08-04,0.10,1,276
985003,Prime Leslieville 1 Bdrm in house,2396097,Jeff (Jean-Francois),,South Riverdale,43.66699,-79.33757,Entire home/apt,72,7,72,2020-04-09,0.86,2,302
985072,Recently Renovated Studio Apartment,1019538,Stefan,,Little Portugal,43.64587,-79.43386,Entire home/apt,80,1,162,2020-03-15,1.88,2,359
985498,1+ Den - Entertainment District,5407081,Wayne,,Waterfront Communities-The Island,43.64421,-79.39108,Entire home/apt,91,2,237,2020-03-20,2.75,2,0
985648,Private bedroom in Brockton Village.,5242437,Kristin,,Dufferin Grove,43.6513,-79.43749,Private room,100,1,1,2013-09-05,0.01,1,364
987647,BRIGHT STYLISH 1 BDRM BALCONY EXCELLENT LOCATION!,3258547,Dannah,,Rosedale-Moore Park,43.68509,-79.38388,Entire home/apt,135,3,15,2017-07-19,0.18,1,0
990322,"Upscale, fantastic private gem",377962,Coreen,,Humewood-Cedarvale,43.68363,-79.42522,Entire home/apt,98,30,24,2020-02-02,0.34,2,0
992783,Luxury 1+1 BDR - ICON 1,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.6453,-79.39092,Hotel room,159,4,39,2020-03-08,0.45,35,0
994251,Bedroom with ensuite in Kensington - Room #2,2036943,Emma,,Kensington-Chinatown,43.65429,-79.40071,Private room,60,2,11,2018-08-12,0.13,1,365
996139,Luxury Waterfront Studio Condo (Long-Term Rental),5472668,Lily,,Mimico (includes Humber Bay Shores),43.62641,-79.47662,Entire home/apt,201,25,15,2018-03-26,0.17,1,72
1001438,Private bedroom Queen W/Toronto Western Hospital,3131000,Janet,,Trinity-Bellwoods,43.64822,-79.40732,Private room,60,3,140,2020-03-21,1.66,1,220
1003798,Bright & Spacious Private Room,5520616,Carolina & Martha,,Banbury-Don Mills,43.7264,-79.3268,Private room,51,7,8,2019-09-07,0.29,1,363
1009656,Bloorcourt Village Apt. longer-term accommodations,5554523,Holly & Chad,,Dovercourt-Wallace Emerson-Junction,43.66723,-79.43208,Entire home/apt,125,28,171,2019-04-13,2.00,1,219
1012527,Scandinavian Cottage in the City,5518435,Darya,,Niagara,43.64601,-79.40979,Entire home/apt,562,3,6,2019-11-09,0.14,1,0
1015594,Bachelor Apartment in the Annex ,4202607,Wali,,Annex,43.66951,-79.41674,Entire home/apt,60,3,25,2019-05-20,0.29,1,0
1016125,❊ Awesome Room in Vibrant Area ❊,5591756,Jaclyn,,Trinity-Bellwoods,43.65352,-79.41543,Private room,75,1,101,2019-12-26,1.20,1,86
1019166,1 bedroom + guest room suite w/ parking,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.642,-79.39623,Entire home/apt,169,5,10,2019-05-25,0.12,84,143
1019311,Fashionable! Yonge & Bloor Condo,5611735,Tina,,Church-Yonge Corridor,43.66788,-79.38559,Entire home/apt,141,180,0,,,1,364
1022764,Beautiful Davisville Toronto Home,5630548,Daniel,,Mount Pleasant East,43.70676,-79.3819,Entire home/apt,457,7,17,2019-07-26,0.21,1,365
1026693,Modern 1 Bedroom Condo + Park Views,1919294,Toronto Suite Rentals,,Niagara,43.6386,-79.41682,Entire home/apt,149,5,12,2020-01-26,0.16,84,150
1030061,Modern 1 Bedroom Condo in Entertainment District,1984757,Michelle,,Waterfront Communities-The Island,43.64441,-79.39311,Entire home/apt,115,90,20,2018-09-02,0.44,1,365
1033151,The Great Gerrard - Paris Suite,377846,Nick & Nena,,East End-Danforth,43.68142,-79.30519,Entire home/apt,65,3,36,2020-01-13,0.43,10,322
1036076,"Luxury Apt, Garden,small Dog welcome, Ev Charger",4468895,Melanie,,Willowdale East,43.76671,-79.40468,Entire home/apt,89,24,23,2020-03-06,0.34,1,270
1037034,Hip 3bdrm house with yard+garage,5709010,Jode,,Dovercourt-Wallace Emerson-Junction,43.66542,-79.42109,Entire home/apt,250,3,58,2020-01-09,0.69,1,0
1038085,Private room & BR in centralToronto,5713708,Yvette,,Humewood-Cedarvale,43.68447,-79.4232,Private room,70,1,165,2020-03-13,2.10,1,60
1038285,Liberty Village 2FL open concept,876036,Ennis,,Niagara,43.63401,-79.41465,Entire home/apt,150,15,16,2018-09-04,0.19,1,68
1042311,1 Bedroom in Leslieville Toronto!,5736902,Christine,,South Riverdale,43.66823,-79.33875,Entire home/apt,119,4,27,2020-03-31,0.34,1,171
1043324,Stylish 1+1 BDR Fully Furnished DT-Cn Tower,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.64422,-79.3897,Entire home/apt,141,7,76,2020-03-07,0.89,35,0
1053365,"Bsmt, Toronto Don Mills subway Fairview Mall A+ R",65479,Irene,,Pleasant View,43.77958,-79.32842,Private room,42,7,2,2014-05-13,0.02,8,365
1053817,Divine Downtown Centre with a VIEW,113345,Adela,,Waterfront Communities-The Island,43.64807,-79.37417,Entire home/apt,200,55,79,2019-09-10,0.94,5,365
1053838,A Beautiful Private Guest Room Downtown Toronto,2741400,Rk,,Palmerston-Little Italy,43.65521,-79.41654,Private room,45,1,152,2019-12-22,1.81,5,365
1057144,Beautiful Toronto Home opp Park,265033,Vivienne And Michael,,Dufferin Grove,43.65803,-79.43175,Entire home/apt,135,5,6,2016-10-28,0.08,1,330
1058442,2 Bedroom Penthouse Downtown,1805882,Elisabeth,,Church-Yonge Corridor,43.65234,-79.37901,Entire home/apt,299,7,2,2018-07-31,0.03,4,127
1060025,Spacious Lot,1118847,Tm,,Willowdale West,43.7723,-79.41779,Entire home/apt,41,1,0,,,2,0
1061160,Little Italy 1-bedroom with back patio,3018516,Ruth,,Palmerston-Little Italy,43.65785,-79.42024,Entire home/apt,119,2,0,,,1,0
1066060,Entire home in Toronto,1618054,Nick,,Woodbine Corridor,43.668,-79.31431,Entire home/apt,215,14,1,2019-08-31,0.12,1,295
1066205,Downtown East One Bdrm and Spacious Bath,4010527,Diane,,Moss Park,43.65543,-79.37106,Entire home/apt,190,28,22,2019-09-10,0.49,5,123
1066718,PRIVATE: Bath/Garden&View/Parking/Quiet,5867364,Emil,,Niagara,43.64248,-79.4053,Entire home/apt,84,2,462,2020-03-15,5.41,1,365
1089868,Smooth - Luxury Executive Condo King West,5988339,Toronto Luxury Suites,,Waterfront Communities-The Island,43.64657,-79.38974,Entire home/apt,150,180,0,,,11,363
1090758,Furnished JR Luxury 2 Bedroom Condo,1919294,Toronto Suite Rentals,,Bayview Village,43.76845,-79.38029,Entire home/apt,149,10,5,2020-02-15,0.09,84,90
1092179,Luxury Condo Studio Yonge&Sheppard,5986152,Seung-Rak,,Willowdale East,43.76118,-79.40863,Entire home/apt,100,1,0,,,1,0
1092407,Great Gerrard - Mona Lisa Suite,377846,Nick & Nena,,East End-Danforth,43.68157,-79.30515,Entire home/apt,75,4,31,2020-02-10,0.37,10,0
1094362,Charming 1 bedroom  w/ Jacuzzi,4315269,Lalo,,Oakwood Village,43.68305,-79.43522,Entire home/apt,80,30,117,2018-08-31,1.70,2,156
1100282,your friendly neighbourhood stay!,2367548,Sun,,Dovercourt-Wallace Emerson-Junction,43.66419,-79.42354,Entire home/apt,89,2,214,2020-03-16,2.56,1,136
1101055,Central  Sunny Room with a Sunset View,6048680,Cynthia,,Little Portugal,43.65091,-79.43511,Private room,70,2,36,2019-10-07,0.43,6,311
1110760,The Great Gerrard - New York Suite,377846,Nick & Nena,,East End-Danforth,43.68226,-79.30685,Entire home/apt,69,4,25,2020-04-09,0.30,10,363
1124771,Central Apt in Little Italy,6169927,Erin,,Palmerston-Little Italy,43.65801,-79.41931,Entire home/apt,90,28,164,2020-01-03,1.93,1,0
1134877,"Rose Garden B&B, Toronto",6225610,Doug,,Annex,43.67227,-79.4145,Private room,141,1,6,2016-09-05,0.07,2,271
